Year,Event with year,Place,Artist,Place of birth,M/F/CO,P/C,Combination,Latitude,Longitude
2010,EVA International 2010,Limerick,Stephen Rothschild  ,Ireland ,M,C,MC,53.1424,-7.6921
2010,EVA International 2010,Limerick,Tara Whelan  ,Ireland ,F,C,FC,53.1424,-7.6921
2010,EVA International 2010,Limerick,Tom Fitzgerald  ,Ireland ,M,C,MC,53.1424,-7.6921
2010,EVA International 2010,Limerick,Shin Egashira  ,Japan,M,P,MP,36.2048,138.2529
2010,EVA International 2010,Limerick,Allard van Hoorn,Netherlands,M,C,MC,52.1326,5.2913
2010,EVA International 2010,Limerick,Sai Hua Kuan ,Singapore,M,P,MP,1.3521,103.8198
2010,EVA International 2010,Limerick,Sunghoon Son  ,South Korea,M,P,MP,35.9078,127.7669
2010,EVA International 2010,Limerick,Javier Buron,Spain,M,C,MC,40.4637,-3.7492
2010,EVA International 2010,Limerick,Eva Hild ,Sweden,F,C,FC,60.1282,18.6435
2010,EVA International 2010,Limerick,Staffan Nihlen ,Sweden,M,C,MC,60.1282,18.6435
2010,EVA International 2010,Limerick,Christine Tauber  ,Switzerland,F,C,FC,46.8182,8.2275
2010,EVA International 2010,Limerick,Hans Josephsohn ,Switzerland,M,C,MC,46.8182,8.2275
2010,EVA International 2010,Limerick,Peter Markli ,Switzerland,M,C,MC,46.8182,8.2275
2010,EVA International 2010,Limerick,Christopher Leach ,UK,M,C,MC,55.3781,-3.436
2010,EVA International 2010,Limerick,David Theobald ,UK,M,C,MC,55.3781,-3.436
2010,EVA International 2010,Limerick,Johanna Hallsten  ,UK,F,C,FC,55.3781,-3.436
2010,EVA International 2010,Limerick,John Pickering ,UK,M,C,MC,55.3781,-3.436
2010,EVA International 2010,Limerick,Leo Fitzmaurice ,UK,M,C,MC,55.3781,-3.436
2010,EVA International 2010,Limerick,Maria McKinney ,UK,F,C,FC,55.3781,-3.436
2010,EVA International 2010,Limerick,Michael Kane ,UK,M,C,MC,55.3781,-3.436
2010,EVA International 2010,Limerick,Rebecca Ivatts  ,UK,F,C,FC,55.3781,-3.436
2010,EVA International 2010,Limerick,Robin Parmar,UK,M,C,MC,55.3781,-3.436
2010,EVA International 2010,Limerick,Simon English ,UK,M,C,MC,55.3781,-3.436
2010,EVA International 2010,Limerick,Stephen Hall  ,UK,M,C,MC,55.3781,-3.436
2010,EVA International 2010,Limerick,Ben Mullen  ,USA,M,C,MC,37.0902,-95.7129
2010,EVA International 2010,Limerick,Jacob Maendel ,USA,M,C,MC,37.0902,-95.7129
2010,EVA International 2010,Limerick,Jimbo Blachly ,USA,M,C,MC,37.0902,-95.7129
2010,EVA International 2010,Limerick,Lytle Shaw  ,USA,M,C,MC,37.0902,-95.7129
2012,EVA International 2012,Limerick,Zanny Begg,Australia,F,P,FP,-25.2744,133.7751
2012,EVA International 2012,Limerick,Oliver Ressler ,Austria,M,C,MC,47.5162,14.5501
2012,EVA International 2012,Limerick,Luc Deleu ,Belgium,M,C,MC,50.5039,4.4699
2012,EVA International 2012,Limerick,Marcel Broodthaers ,Belgium,M,C,MC,50.5039,4.4699
2012,EVA International 2012,Limerick,Sanja Ivekovic ,Croatia,F,P,FP,45.1,15.2
2012,EVA International 2012,Limerick,Soren Thilo Funder ,Denmark,M,C,MC,56.2639,9.5018
2012,EVA International 2012,Limerick,Pilvi Takala ,Finland,F,C,FC,61.9241,25.7482
2012,EVA International 2012,Limerick,Ailbhe Ni Bhriain,Ireland ,F,C,FC,53.1424,-7.6921
2012,EVA International 2012,Limerick,Alice Rekab,Ireland ,F,C,FC,53.1424,-7.6921
2012,EVA International 2012,Limerick,Aoibheann Greenan ,Ireland ,F,C,FC,53.1424,-7.6921
2012,EVA International 2012,Limerick,Deirdre Power ,Ireland ,F,C,FC,53.1424,-7.6921
2012,EVA International 2012,Limerick,Emma Houlihan ,Ireland ,F,C,FC,53.1424,-7.6921
2012,EVA International 2012,Limerick,Fergus Daly ,Ireland ,M,C,MC,53.1424,-7.6921
2012,EVA International 2012,Limerick,Greg Howie ,Ireland ,M,C,MC,53.1424,-7.6921
2012,EVA International 2012,Limerick,Jacki Hehir ,Ireland ,F,C,FC,53.1424,-7.6921
2012,EVA International 2012,Limerick,Katherine Waugh ,Ireland ,F,C,FC,53.1424,-7.6921
2012,EVA International 2012,Limerick,Laura Smith ,Ireland ,F,C,FC,53.1424,-7.6921
2012,EVA International 2012,Limerick,Mark O'Kelly ,Ireland ,M,C,MC,53.1424,-7.6921
2012,EVA International 2012,Limerick,Niamh O'Malley ,Ireland ,F,C,FC,53.1424,-7.6921
2012,EVA International 2012,Limerick,Sam Keogh ,Ireland ,M,C,MC,53.1424,-7.6921
2012,EVA International 2012,Limerick,Sara O’Gorman ,Ireland ,F,C,FC,53.1424,-7.6921
2012,EVA International 2012,Limerick,Sarah Pierce ,Ireland ,F,C,FC,53.1424,-7.6921
2012,EVA International 2012,Limerick,Yael Bartana ,Israel,F,P,FP,31.0461,34.8516
2012,EVA International 2012,Limerick,Anibal Catalan ,Mexico,M,P,MP,23.6345,-102.5528
2012,EVA International 2012,Limerick,Kate Davis ,New Zealand,F,P,FP,-40.9006,174.886
2012,EVA International 2012,Limerick,Jose Carlos Martinat ,Peru,M,P,MP,-9.19,-75.0152
2012,EVA International 2012,Limerick,KwieKulik ,Poland,CO,P,COP,51.9194,19.1451
2012,EVA International 2012,Limerick,Priscila Fernandes ,Portugal,F,C,FC,39.3999,-8.2245
2012,EVA International 2012,Limerick,Florin Tudor,Romania,M,P,MP,45.9432,24.9668
2012,EVA International 2012,Limerick,Mona Vatamanu,Romania,F,P,FP,45.9432,24.9668
2012,EVA International 2012,Limerick,Hyewon Kwon ,South Korea,F,P,FP,35.9078,127.7669
2012,EVA International 2012,Limerick,Adrian O'Connell,UK,M,C,MC,55.3781,-3.436
2014,EVA International 2014,Limerick,Nastio Mosquito ,Angola,M,P,MP,-38.4161,17.8739
2014,EVA International 2014,Limerick,Carla Zaccagnini ,Argentina,F,P,FP,-38.4161,-63.6167
2014,EVA International 2014,Limerick,Barbara Wagner ,Brazil,F,P,FP,-14.235,-51.9253
2014,EVA International 2014,Limerick,Luis Jacob ,Canada,M,P,MP,56.1304,-106.3468
2014,EVA International 2014,Limerick,Doa Aly ,Egypt,F,P,FP,26.8206,30.8025
2014,EVA International 2014,Limerick,Malak Helmy ,Egypt,F,P,FP,26.8206,30.8025
2014,EVA International 2014,Limerick,Mona Marzouk ,Egypt,F,P,FP,26.8206,30.8025
2014,EVA International 2014,Limerick,Cecile Hartmann ,France,F,C,FC,46.2276,2.2137
2014,EVA International 2014,Limerick,Jacqueline Doyen ,France,F,C,FC,46.2276,2.2137
2014,EVA International 2014,Limerick,Benjamin de Burca ,Germany,M,C,MC,51.1657,10.4515
2014,EVA International 2014,Limerick,Pauline M'Barek ,Germany,F,C,FC,51.1657,10.4515
2014,EVA International 2014,Limerick,Stefanos Tsivopoulos ,Greece,M,P,MP,39.0742,21.8243
2014,EVA International 2014,Limerick,Praneet Soi ,India,M,P,MP,20.5937,78.9629
2014,EVA International 2014,Limerick,Raqs Media Collective ,India,CO,P,COP,20.5937,78.9629
2014,EVA International 2014,Limerick,Iswanto Hartono ,Indonesia,M,P,MP,-0.7893,113.9213
2014,EVA International 2014,Limerick,Jenny Brady  ,Ireland,F,C,FC,53.1424,-7.6921
2014,EVA International 2014,Limerick,Megs Morley  ,Ireland,F,C,FC,53.1424,-7.6921
2014,EVA International 2014,Limerick,Garrett Phelan ,Ireland ,M,C,MC,53.1424,-7.6921
2014,EVA International 2014,Limerick,Mark O'Kelly ,Ireland ,M,C,MC,53.1424,-7.6921
2014,EVA International 2014,Limerick,Patrick Jolley ,Ireland ,M,C,MC,53.1424,-7.6921
2014,EVA International 2014,Limerick,Ramon Kassam,Ireland ,M,C,MC,53.1424,-7.6921
2014,EVA International 2014,Limerick,Seamus Nolan ,Ireland ,M,C,MC,53.1424,-7.6921
2014,EVA International 2014,Limerick,Sofie Loscher ,Ireland ,F,C,FC,53.1424,-7.6921
2014,EVA International 2014,Limerick,Tom Flanagan ,Ireland ,M,C,MC,53.1424,-7.6921
2014,EVA International 2014,Limerick,Alon Levin,Israel,M,P,MP,31.0461,34.8516
2014,EVA International 2014,Limerick,Miri Segal ,Israel,F,P,FP,31.0461,34.8516
2014,EVA International 2014,Limerick,Rana Hamadeh ,Lebanon,F,P,FP,33.8547,35.8623
2014,EVA International 2014,Limerick,Walid Sadek ,Lebanon,M,P,MP,33.8547,35.8623
2014,EVA International 2014,Limerick,Metahaven,Netherlands,CO,C,COC,52.1326,5.2913
2014,EVA International 2014,Limerick,Nicoline van Harskamp ,Netherlands,F,C,FC,52.1326,5.2913
2014,EVA International 2014,Limerick,Kjersti G. Andvig ,Norway,F,C,FC,60.472,8.4689
2014,EVA International 2014,Limerick,Bisan Abu-Eisheh ,Palestinian territories,M,P,MP,31.9522,35.2332
2014,EVA International 2014,Limerick,Humberto Velez ,Panama,M,P,MP,8.538,-80.7821
2014,EVA International 2014,Limerick,Catalina Niculescu ,Romania,F,P,FP,45.9432,24.9668
2014,EVA International 2014,Limerick,Nesa Paripovic ,Serbia,M,P,MP,44.0165,21.0059
2014,EVA International 2014,Limerick,Asier Mendizabal ,Spain,M,C,MC,40.4637,-3.7492
2014,EVA International 2014,Limerick,Marti Anson ,Spain,M,C,MC,40.4637,-3.7492
2014,EVA International 2014,Limerick,Ann Bottcher ,Sweden,F,C,FC,60.1282,18.6435
2014,EVA International 2014,Limerick,Ann-Sofi Siden ,Sweden,F,C,FC,60.1282,18.6435
2014,EVA International 2014,Limerick,Ingo Giezendanner ,Switzerland,M,C,MC,46.8182,8.2275
2014,EVA International 2014,Limerick,Uriel Orlow ,Switzerland,M,C,MC,46.8182,8.2275
2014,EVA International 2014,Limerick,Nilbar Gures ,Turkey,F,P,FP,38.9637,35.2433
2014,EVA International 2014,Limerick,Elizabeth Price ,UK,F,C,FC,55.3781,-3.436
2014,EVA International 2014,Limerick,Hassan Khan ,UK,M,C,MC,55.3781,-3.436
2014,EVA International 2014,Limerick,Siobhan Hapaska ,UK,F,C,FC,55.3781,-3.436
2014,EVA International 2014,Limerick,Luis Camnitzer ,Uruguay,M,P,MP,-32.5228,-55.7658
2014,EVA International 2014,Limerick,Amanda Beech,USA,F,C,FC,37.0902,-95.7129
2014,EVA International 2014,Limerick,David Horvitz ,USA,M,C,MC,37.0902,-95.7129
2014,EVA International 2014,Limerick,Michael Patterson Carver ,USA,M,C,MC,37.0902,-95.7129
2014,EVA International 2014,Limerick,Zachary Formwalt,USA,M,C,MC,37.0902,-95.7129
2016,EVA International 2016,Limerick,Naeem Mohaiemen ,Bangladesh,M,P,MP,23.685,90.3563
2016,EVA International 2016,Limerick,Carsten Holler ,Belgium,M,C,MC,50.5039,4.4699
2016,EVA International 2016,Limerick,Philippe Aguirre y Otegui ,Belgium,M,C,MC,50.5039,4.4699
2016,EVA International 2016,Limerick,Kapwani Kiwanga ,Canada,F,P,FP,56.1304,-106.3468
2016,EVA International 2016,Limerick,Public Studio ,Canada,CO,P,COP,56.1304,-106.3468
2016,EVA International 2016,Limerick,Alfredo Jaar,Chile,M,P,MP,-35.6751,-71.543
2016,EVA International 2016,Limerick,Kader Attia ,France,M,C,MC,46.2276,2.2137
2016,EVA International 2016,Limerick,Ulrike Ottinger ,Germany,F,C,FC,51.1657,10.4515
2016,EVA International 2016,Limerick,Godfried Donkor ,Ghana,M,P,MP,7.9465,-1.0232
2016,EVA International 2016,Limerick,Larry Achiampong ,Ghana,M,P,MP,7.9465,-1.0232
2016,EVA International 2016,Limerick,Kostas Bassanos ,Greece,M,P,MP,39.0742,21.8243
2016,EVA International 2016,Limerick,Leung Chi-Wo ,Hong Kong,M,P,MP,22.3193,114.1694
2016,EVA International 2016,Limerick,Megs Morley  ,Ireland,F,C,FC,53.1424,-7.6921
2016,EVA International 2016,Limerick,Alan Phelan,Ireland ,M,C,MC,53.1424,-7.6921
2016,EVA International 2016,Limerick,Alice Maher,Ireland ,F,C,FC,53.1424,-7.6921
2016,EVA International 2016,Limerick,Amanda Rice,Ireland ,F,C,FC,53.1424,-7.6921
2016,EVA International 2016,Limerick,Criodhna Costello ,Ireland ,F,C,FC,53.1424,-7.6921
2016,EVA International 2016,Limerick,Deirdre Power ,Ireland ,F,C,FC,53.1424,-7.6921
2016,EVA International 2016,Limerick,Jonathan Cummins ,Ireland ,M,C,MC,53.1424,-7.6921
2016,EVA International 2016,Limerick,Padraic E. Moore ,Ireland ,M,C,MC,53.1424,-7.6921
2016,EVA International 2016,Limerick,Sarah Pierce ,Ireland ,F,C,FC,53.1424,-7.6921
2016,EVA International 2016,Limerick,Tom Flanagan ,Ireland ,M,C,MC,53.1424,-7.6921
2016,EVA International 2016,Limerick,Miriam Syowia Kyambi ,Kenya,F,P,FP,-0.0236,37.9062
2016,EVA International 2016,Limerick,Abdoulaye Konate,Mali,M,P,MP,17.5707,-3.9962
2016,EVA International 2016,Limerick,Willem de Rooij ,Netherlands,M,C,MC,52.1326,5.2913
2016,EVA International 2016,Limerick,Mary Evans ,Nigeria,F,P,FP,9.082,8.6753
2016,EVA International 2016,Limerick,Otobong Nkanga ,Nigeria,F,P,FP,9.082,8.6753
2016,EVA International 2016,Limerick,Pio Abad ,Philippines,M,P,MP,12.8797,121.774
2016,EVA International 2016,Limerick,Catarina Simao ,Portugal,F,C,FC,39.3999,-8.2245
2016,EVA International 2016,Limerick,Florin Tudor,Romania,M,P,MP,45.9432,24.9668
2016,EVA International 2016,Limerick,Mona Vatamanu,Romania,F,P,FP,45.9432,24.9668
2016,EVA International 2016,Limerick,Ican Ramageli ,Senegal,M,P,MP,14.4974,-14.4524
2016,EVA International 2016,Limerick,Journal Rappe ,Senegal,M,P,MP,14.4974,-14.4524
2016,EVA International 2016,Limerick,Charles Lim Yi Yong ,Singapore,M,P,MP,1.3521,103.8198
2016,EVA International 2016,Limerick,Johannes Phokela ,South Africa,M,P,MP,-30.5595,22.9375
2016,EVA International 2016,Limerick,Kemang Wa Lehulere ,South Africa,M,P,MP,-30.5595,22.9375
2016,EVA International 2016,Limerick,Tracey Rose ,South Africa,F,P,FP,-30.5595,22.9375
2016,EVA International 2016,Limerick,Yong Sun Gullach ,South Korea,F,P,FP,35.9078,127.7669
2016,EVA International 2016,Limerick,Uriel Orlow ,Switzerland,M,C,MC,46.8182,8.2275
2016,EVA International 2016,Limerick,Hera Buyuktasciyan ,Turkey,F,P,FP,38.9637,35.2433
2016,EVA International 2016,Limerick,David Blandy ,UK,M,C,MC,55.3781,-3.436
2016,EVA International 2016,Limerick,Dorothy Hunter ,UK,F,C,FC,55.3781,-3.436
2016,EVA International 2016,Limerick,Jeremy Hutchison ,UK,M,C,MC,55.3781,-3.436
2016,EVA International 2016,Limerick,Joanna Hutton ,UK,F,C,FC,55.3781,-3.436
2016,EVA International 2016,Limerick,John Waid  ,UK,M,C,MC,55.3781,-3.436
2016,EVA International 2016,Limerick,Liam Gillick ,UK,M,C,MC,55.3781,-3.436
2016,EVA International 2016,Limerick,Theo Eshetu ,UK,M,C,MC,55.3781,-3.436
2016,EVA International 2016,Limerick,Bradley McCallum ,USA,M,C,MC,37.0902,-95.7129
2016,EVA International 2016,Limerick,Eric Baudelaire ,USA,M,C,MC,37.0902,-95.7129
2016,EVA International 2016,Limerick,Michael Joo ,USA,M,C,MC,37.0902,-95.7129
2016,EVA International 2016,Limerick,Samuel Erenberg ,USA,M,C,MC,37.0902,-95.7129
2016,EVA International 2016,Limerick,Tiffany Chung ,Vietnam,F,P,FP,14.0583,108.2772
2016,EVA International 2016,Limerick,Vo Tran Chau ,Vietnam,F,P,FP,14.0583,108.2772
2018,EVA International 2018,Limerick,Juan Davila ,Australia,M,P,MP,-25.2744,133.7751
2018,EVA International 2018,Limerick,Top Lista Nadrealista  ,Bosnia and Herzegovina,CO,P,COP,43.9159,17.6791
2018,EVA International 2018,Limerick,Beto Shwafaty ,Brazil,M,P,MP,-14.235,-51.9253
2018,EVA International 2018,Limerick,Liu Xiaodong ,China,M,P,MP,35.8617,104.1954
2018,EVA International 2018,Limerick,Gonzalo Fuenmayor ,Colombia,M,P,MP,4.5709,-74.2973
2018,EVA International 2018,Limerick,Jaime Avila ,Colombia,M,P,MP,4.5709,-74.2973
2018,EVA International 2018,Limerick,Juan Pablo Echeverri ,Colombia,M,P,MP,4.5709,-74.2973
2018,EVA International 2018,Limerick,Nicolas Vizcaino Sanchez  ,Colombia,M,P,MP,4.5709,-74.2973
2018,EVA International 2018,Limerick,Sanja Ivekovic ,Croatia,F,P,FP,45.1,15.2
2018,EVA International 2018,Limerick,Napoles Marty  ,Cuba,M,P,MP,21.5218,-77.7812
2018,EVA International 2018,Limerick,David Perez ,Dominican Republic,M,P,MP,18.7357,-70.1627
2018,EVA International 2018,Limerick,Inji Aflatoun ,Egypt,F,P,FP,26.8206,30.8025
2018,EVA International 2018,Limerick,Dominique Gonzalez-Foerster ,France,F,C,FC,46.2276,2.2137
2018,EVA International 2018,Limerick,Laurent Grasso ,France,M,C,MC,46.2276,2.2137
2018,EVA International 2018,Limerick,Trevor Yeung  ,Hong Kong,M,P,MP,22.3193,114.1694
2018,EVA International 2018,Limerick,Akiq Aw,Indonesia,M,P,MP,-0.7893,113.9213
2018,EVA International 2018,Limerick,Mina Talaee  ,Iran,F,P,FP,32.4279,53.688
2018,EVA International 2018,Limerick,Claire Halpin  ,Ireland,F,C,FC,53.1424,-7.6921
2018,EVA International 2018,Limerick,Darn Thorn ,Ireland,M,C,MC,53.1424,-7.6921
2018,EVA International 2018,Limerick,Feargal Ward  ,Ireland,M,C,MC,53.1424,-7.6921
2018,EVA International 2018,Limerick,Francis Matthews  ,Ireland,M,C,MC,53.1424,-7.6921
2018,EVA International 2018,Limerick,Ian Wieczorek  ,Ireland,M,C,MC,53.1424,-7.6921
2018,EVA International 2018,Limerick,John Rainey  ,Ireland,M,C,MC,53.1424,-7.6921
2018,EVA International 2018,Limerick,Julie Merriman  ,Ireland,F,C,FC,53.1424,-7.6921
2018,EVA International 2018,Limerick,Adrian Duncan,Ireland ,M,C,MC,53.1424,-7.6921
2018,EVA International 2018,Limerick,Eileen Gray ,Ireland ,F,C,FC,53.1424,-7.6921
2018,EVA International 2018,Limerick,Isabel Nolan ,Ireland ,F,C,FC,53.1424,-7.6921
2018,EVA International 2018,Limerick,John Gerrard ,Ireland ,M,C,MC,53.1424,-7.6921
2018,EVA International 2018,Limerick,Mainie Jellett ,Ireland ,F,C,FC,53.1424,-7.6921
2018,EVA International 2018,Limerick,Sam Keogh ,Ireland ,M,C,MC,53.1424,-7.6921
2018,EVA International 2018,Limerick,Sean Keating ,Ireland ,M,C,MC,53.1424,-7.6921
2018,EVA International 2018,Limerick,Patrizio Di Massimo ,Italy,M,C,MC,41.8719,12.5674
2018,EVA International 2018,Limerick,Marie-Claire Messouma Manlanbien ,Ivory Coast,F,P,FP,7.54,-5.5471
2018,EVA International 2018,Limerick,Masahito Ono  ,Japan,M,P,MP,36.2048,138.2529
2018,EVA International 2018,Limerick,Roy Dib ,Lebanon,M,P,MP,33.8547,35.8623
2018,EVA International 2018,Limerick,Malala Andrialavidrazana ,Madagascar,F,P,FP,-18.7669,46.8691
2018,EVA International 2018,Limerick,Alejandro Gonzalez Inarritu,Mexico,M,P,MP,23.6345,-102.5528
2018,EVA International 2018,Limerick,Jenna Tas  ,Netherlands,F,C,FC,52.1326,5.2913
2018,EVA International 2018,Limerick,Patricia Belli ,Nicaragua,F,P,FP,12.8654,-85.2072
2018,EVA International 2018,Limerick,Peju Alatise ,Nigeria,F,P,FP,9.082,8.6753
2018,EVA International 2018,Limerick,Uche James-Iroha ,Nigeria,M,P,MP,9.082,8.6753
2018,EVA International 2018,Limerick,Jose Manuel Castrellon ,Panama,M,P,MP,8.538,-80.7821
2018,EVA International 2018,Limerick,Steven Cohen ,South Africa,M,P,MP,-30.5595,22.9375
2018,EVA International 2018,Limerick,Lee Bul ,South Korea,F,P,FP,35.9078,127.7669
2018,EVA International 2018,Limerick,Sutthirat Supaparinya ,Thailand,F,P,FP,15.87,100.9925
2018,EVA International 2018,Limerick,Viriya Chotpanyavisut ,Thailand,M,P,MP,15.87,100.9925
2018,EVA International 2018,Limerick,Colin Booth  ,UK,M,C,MC,55.3781,-3.436
2018,EVA International 2018,Limerick,Dan Rees ,UK,M,C,MC,55.3781,-3.436
2018,EVA International 2018,Limerick,John Duncan ,UK,M,C,MC,55.3781,-3.436
2018,EVA International 2018,Limerick,Kevin Mooney  ,UK,M,C,MC,55.3781,-3.436
2018,EVA International 2018,Limerick,Locky Morris ,UK,M,C,MC,55.3781,-3.436
2018,EVA International 2018,Limerick,Rita Duffy ,UK,F,C,FC,55.3781,-3.436
2018,EVA International 2018,Limerick,Bruce Conner ,USA,M,C,MC,37.0902,-95.7129
2018,EVA International 2018,Limerick,Marlon Riggs ,USA,M,C,MC,37.0902,-95.7129
2018,EVA International 2018,Limerick,Alexander Apostol,Venezuela,M,P,MP,6.4238,-66.5897
2005,GIBCA 2005,Goteborg,Adrian Paci,Albania,M,P,MP,41.1533,20.1683
2005,GIBCA 2005,Goteborg,Runa Islam ,Bangladesh,F,P,FP,23.685,90.3563
2005,GIBCA 2005,Goteborg,Lucia Koch ,Brazil,F,P,FP,-14.235,-51.9253
2005,GIBCA 2005,Goteborg,Ann Lislegaard ,Denmark,F,C,FC,56.2639,9.5018
2005,GIBCA 2005,Goteborg,Marcel Odenbach ,Germany,M,C,MC,51.1657,10.4515
2005,GIBCA 2005,Goteborg,Michael Beutler ,Germany,M,C,MC,51.1657,10.4515
2005,GIBCA 2005,Goteborg,Gerard Byrne ,Ireland ,M,C,MC,53.1424,-7.6921
2005,GIBCA 2005,Goteborg,Monica Bonvicini ,Italy,F,C,FC,41.8719,12.5674
2005,GIBCA 2005,Goteborg,Gabriel Lester ,Netherlands,M,C,MC,52.1326,5.2913
2005,GIBCA 2005,Goteborg,Christian Andersson ,Sweden,M,C,MC,60.1282,18.6435
2005,GIBCA 2005,Goteborg,Miriam Backstrom ,Sweden,F,C,FC,60.1282,18.6435
2005,GIBCA 2005,Goteborg,Fikret Atay ,Turkey,M,P,MP,38.9637,35.2433
2007,GIBCA 2007,Goteborg,Lida Abdul ,Afghanistan,F,P,FP,33.9391,67.71
2007,GIBCA 2007,Goteborg,Anri Sala ,Albania,M,P,MP,41.1533,20.1683
2007,GIBCA 2007,Goteborg,Armando Lulaj ,Albania,M,P,MP,41.1533,20.1683
2007,GIBCA 2007,Goteborg,Ezequiel Suarez,Cuba,M,P,MP,21.5218,-77.7812
2007,GIBCA 2007,Goteborg,Tania Bruguera ,Cuba,F,P,FP,21.5218,-77.7812
2007,GIBCA 2007,Goteborg,Yali Romagoza,Cuba,F,P,FP,21.5218,-77.7812
2007,GIBCA 2007,Goteborg,Otto Karvonen ,Finland,M,C,MC,61.9241,25.7482
2007,GIBCA 2007,Goteborg,Melik Ohanian ,France,M,C,MC,46.2276,2.2137
2007,GIBCA 2007,Goteborg,Hendrik Zeitler ,Germany,M,C,MC,51.1657,10.4515
2007,GIBCA 2007,Goteborg,Mandana Moghaddam ,Iran,F,P,FP,32.4279,53.688
2007,GIBCA 2007,Goteborg,Adel Abidin,Iraq,M,P,MP,33.2232,43.6793
2007,GIBCA 2007,Goteborg,Mario Rizzi ,Italy,M,C,MC,41.8719,12.5674
2007,GIBCA 2007,Goteborg,Sislej Xhafa ,Kosovo,M,P,MP,42.6026,20.903
2007,GIBCA 2007,Goteborg,Lamia Joreige ,Lebanon,F,P,FP,33.8547,35.8623
2007,GIBCA 2007,Goteborg,AES+F,Russia,CO,P,COP,61.524,105.3188
2007,GIBCA 2007,Goteborg,Jane Alexander ,South Africa,F,P,FP,-30.5595,22.9375
2007,GIBCA 2007,Goteborg,Democracia ,Spain,CO,C,COC,40.4637,-3.7492
2007,GIBCA 2007,Goteborg,Santiago Sierra ,Spain,M,C,MC,40.4637,-3.7492
2007,GIBCA 2007,Goteborg,Catti Brandelius ,Sweden,F,C,FC,60.1282,18.6435
2007,GIBCA 2007,Goteborg,Fia-Stina Sandlund ,Sweden,F,C,FC,60.1282,18.6435
