Year,Event with year,Place,Artist,Place of birth,M/F/CO,P/C,Combination,Latitude,Longitude
2017,Thessaloniki Biennale 2017,Thessaloniki,Carla Chan ,Hong Kong,F,P,FP,22.3193,114.1694
2017,Thessaloniki Biennale 2017,Thessaloniki,Arushee Suri  ,India,F,P,FP,20.5937,78.9629
2017,Thessaloniki Biennale 2017,Thessaloniki,Dzamil Kamanger ,Iran,M,P,MP,32.4279,53.688
2017,Thessaloniki Biennale 2017,Thessaloniki,Einat Amir ,Israel,F,P,FP,31.0461,34.8516
2017,Thessaloniki Biennale 2017,Thessaloniki,Hanna Ben-Haim Yulzari ,Israel,F,P,FP,31.0461,34.8516
2017,Thessaloniki Biennale 2017,Thessaloniki,Oreet Ashery ,Israel,F,P,FP,31.0461,34.8516
2017,Thessaloniki Biennale 2017,Thessaloniki,Orly Maiberg ,Israel,F,P,FP,31.0461,34.8516
2017,Thessaloniki Biennale 2017,Thessaloniki,Shahar Marcus ,Israel,M,P,MP,31.0461,34.8516
2017,Thessaloniki Biennale 2017,Thessaloniki,Alessandra Eramo,Italy,F,C,FC,41.8719,12.5674
2017,Thessaloniki Biennale 2017,Thessaloniki,Paolo Incarnato  ,Italy,M,C,MC,41.8719,12.5674
2017,Thessaloniki Biennale 2017,Thessaloniki,Raffaella Crispino ,Italy,F,C,FC,41.8719,12.5674
2017,Thessaloniki Biennale 2017,Thessaloniki,Samer Ghorayeb  ,Lebanon,M,P,MP,33.8547,35.8623
2017,Thessaloniki Biennale 2017,Thessaloniki,Mauricio Saenz  ,Mexico,M,P,MP,23.6345,-102.5528
2017,Thessaloniki Biennale 2017,Thessaloniki,Younes Baba-Ali ,Morocco,M,P,MP,31.7917,-7.0926
2017,Thessaloniki Biennale 2017,Thessaloniki,Chaja Hertog,Netherlands,F,C,FC,52.1326,5.2913
2017,Thessaloniki Biennale 2017,Thessaloniki,Jan Brand  ,Netherlands,M,C,MC,52.1326,5.2913
2017,Thessaloniki Biennale 2017,Thessaloniki,Marian Wijnvoord ,Netherlands,F,C,FC,52.1326,5.2913
2017,Thessaloniki Biennale 2017,Thessaloniki,Nir Nadler  ,Netherlands,M,C,MC,52.1326,5.2913
2017,Thessaloniki Biennale 2017,Thessaloniki,Dylan Graham ,New Zealand,M,P,MP,-40.9006,174.886
2017,Thessaloniki Biennale 2017,Thessaloniki,Mark Salvatus ,Philippines,M,P,MP,12.8797,121.774
2017,Thessaloniki Biennale 2017,Thessaloniki,Przemek Wegrzyn,Poland,M,P,MP,51.9194,19.1451
2017,Thessaloniki Biennale 2017,Thessaloniki,Florin Tudor,Romania,M,P,MP,45.9432,24.9668
2017,Thessaloniki Biennale 2017,Thessaloniki,Mona Vatamanu,Romania,F,P,FP,45.9432,24.9668
2017,Thessaloniki Biennale 2017,Thessaloniki,Arseny Zhilyaev ,Russia,M,P,MP,61.524,105.3188
2017,Thessaloniki Biennale 2017,Thessaloniki,El Lissitzky ,Russia,M,P,MP,61.524,105.3188
2017,Thessaloniki Biennale 2017,Thessaloniki,Gustav Klutsis ,Russia,M,P,MP,61.524,105.3188
2017,Thessaloniki Biennale 2017,Thessaloniki,Kazimir Malevich ,Russia,M,P,MP,61.524,105.3188
2017,Thessaloniki Biennale 2017,Thessaloniki,Kristina Paustian  ,Russia,F,P,FP,61.524,105.3188
2017,Thessaloniki Biennale 2017,Thessaloniki,Oleg Mavromatti  ,Russia,M,P,MP,61.524,105.3188
2017,Thessaloniki Biennale 2017,Thessaloniki,Tatiana Stadnichenko  ,Russia,F,P,FP,61.524,105.3188
2017,Thessaloniki Biennale 2017,Thessaloniki,Vladimir Miladinovic ,Serbia,M,P,MP,44.0165,21.0059
2017,Thessaloniki Biennale 2017,Thessaloniki,Kristian Nemeth ,Slovakia,F,P,FP,48.669,19.699
2017,Thessaloniki Biennale 2017,Thessaloniki,Sharlene Khan ,South Africa,F,P,FP,-30.5595,22.9375
2017,Thessaloniki Biennale 2017,Thessaloniki,Alicia Framis,Spain,F,C,FC,40.4637,-3.7492
2017,Thessaloniki Biennale 2017,Thessaloniki,Mario Santamaria ,Spain,M,C,MC,40.4637,-3.7492
2017,Thessaloniki Biennale 2017,Thessaloniki,Mattias Harenstam ,Sweden,M,C,MC,60.1282,18.6435
2017,Thessaloniki Biennale 2017,Thessaloniki,The Kingdoms of Elgaland-Vargaland  ,Sweden,M,C,MC,60.1282,18.6435
2017,Thessaloniki Biennale 2017,Thessaloniki,Eva Borner  ,Switzerland,F,C,FC,46.8182,8.2275
2017,Thessaloniki Biennale 2017,Thessaloniki,Ahmet Elhan,Turkey,M,P,MP,38.9637,35.2433
2017,Thessaloniki Biennale 2017,Thessaloniki,Deniz Sagdic,Turkey,F,P,FP,38.9637,35.2433
2017,Thessaloniki Biennale 2017,Thessaloniki,Halil Altindere ,Turkey,M,P,MP,38.9637,35.2433
2017,Thessaloniki Biennale 2017,Thessaloniki,Reysi Kamhi ,Turkey,F,P,FP,38.9637,35.2433
2017,Thessaloniki Biennale 2017,Thessaloniki,Sermin Sherif  ,Turkey,M,P,MP,38.9637,35.2433
2017,Thessaloniki Biennale 2017,Thessaloniki,James Bridle ,UK,M,C,MC,55.3781,-3.436
2017,Thessaloniki Biennale 2017,Thessaloniki,Jem Raid  ,UK,M,C,MC,55.3781,-3.436
2017,Thessaloniki Biennale 2017,Thessaloniki,Bo Choi  ,USA,F,C,FC,37.0902,-95.7129
2017,Thessaloniki Biennale 2017,Thessaloniki,Ernie Larsen  ,USA,M,C,MC,37.0902,-95.7129
2017,Thessaloniki Biennale 2017,Thessaloniki,Martha Rosler ,USA,F,C,FC,37.0902,-95.7129
2017,Thessaloniki Biennale 2017,Thessaloniki,Sherry Millner  ,USA,F,C,FC,37.0902,-95.7129
2019,Thessaloniki Biennale 2019,Thessaloniki,Stelarc ,Australia,M,P,MP,-25.2744,133.7751
2019,Thessaloniki Biennale 2019,Thessaloniki,Johan Grimonprez ,Belgium,M,C,MC,50.5039,4.4699
2019,Thessaloniki Biennale 2019,Thessaloniki,Nicolas Kozakis ,Belgium,M,C,MC,50.5039,4.4699
2019,Thessaloniki Biennale 2019,Thessaloniki,Raoul Vaneigem ,Belgium,M,C,MC,50.5039,4.4699
2019,Thessaloniki Biennale 2019,Thessaloniki,Jonathas de Andrade ,Brazil,M,P,MP,-14.235,-51.9253
2019,Thessaloniki Biennale 2019,Thessaloniki,Murilo Godoy  ,Brazil,M,P,MP,-14.235,-51.9253
2019,Thessaloniki Biennale 2019,Thessaloniki,Patricia Azevedo  ,Brazil,F,P,FP,-14.235,-51.9253
2019,Thessaloniki Biennale 2019,Thessaloniki,Claudio Perez ,Chile,M,P,MP,-35.6751,-71.543
2019,Thessaloniki Biennale 2019,Thessaloniki,Helene Black  ,Cyprus,F,P,FP,35.1264,33.4299
2019,Thessaloniki Biennale 2019,Thessaloniki,Kyrillos Sarris ,Cyprus,M,P,MP,35.1264,33.4299
2019,Thessaloniki Biennale 2019,Thessaloniki,Maria Loizidou ,Cyprus,F,P,FP,35.1264,33.4299
2019,Thessaloniki Biennale 2019,Thessaloniki,Superflex ,Denmark,M,C,MC,56.2639,9.5018
2019,Thessaloniki Biennale 2019,Thessaloniki,Minna L. Henriksson ,Finland,F,C,FC,61.9241,25.7482
2019,Thessaloniki Biennale 2019,Thessaloniki,Harun Farocki ,Germany,M,C,MC,51.1657,10.4515
2019,Thessaloniki Biennale 2019,Thessaloniki,Irene Patzug ,Germany,F,C,FC,51.1657,10.4515
2019,Thessaloniki Biennale 2019,Thessaloniki,Jakob Gautel ,Germany,M,C,MC,51.1657,10.4515
2019,Thessaloniki Biennale 2019,Thessaloniki,Thomas Demand ,Germany,M,C,MC,51.1657,10.4515
2019,Thessaloniki Biennale 2019,Thessaloniki,Valentin Hertweck ,Germany,M,C,MC,51.1657,10.4515
2019,Thessaloniki Biennale 2019,Thessaloniki,A. Tassos,Greece,M,P,MP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Apostolos Palavrakis ,Greece,M,P,MP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Athina Ioannou ,Greece,F,P,FP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Dimitris Zouroudis  ,Greece,M,P,MP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Diohandi  ,Greece,F,P,FP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Hypercomf  ,Greece,CO,P,COP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Ioannis Faitakis  ,Greece,M,P,MP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Jannis Kounellis ,Greece,M,P,MP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Jason Karaindros ,Greece,M,P,MP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Kalos & Klio,Greece,CO,P,COP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Maria Choulaki  ,Greece,F,P,FP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Pantelis Chandris ,Greece,M,P,MP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Paola Palavides  ,Greece,F,P,FP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Petros Moris ,Greece,M,P,MP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Tania Tsiridou  ,Greece,F,P,FP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Thalia Gatzouli  ,Greece,F,P,FP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Vangelis Pliaridis ,Greece,M,P,MP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Vangelis Vlahos ,Greece,M,P,MP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Vassilis Salpistis  ,Greece,M,P,MP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Yiannis Pantelidis  ,Greece,M,P,MP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Yiorgos Depollas ,Greece,M,P,MP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Zois Loumakis  ,Greece,M,P,MP,39.0742,21.8243
2019,Thessaloniki Biennale 2019,Thessaloniki,Christien Meindertsma ,Netherlands,F,C,FC,52.1326,5.2913
2019,Thessaloniki Biennale 2019,Thessaloniki,Jonas Staal ,Netherlands,M,C,MC,52.1326,5.2913
2019,Thessaloniki Biennale 2019,Thessaloniki,Aris Katsilakis  ,Romania,M,P,MP,45.9432,24.9668
2019,Thessaloniki Biennale 2019,Thessaloniki,Gustav Klutsis ,Russia,M,P,MP,61.524,105.3188
2019,Thessaloniki Biennale 2019,Thessaloniki,Art Workers Coalition  ,Serbia,CO,P,COP,44.0165,21.0059
2019,Thessaloniki Biennale 2019,Thessaloniki,Joan Fontcuberta ,Spain,M,C,MC,40.4637,-3.7492
2019,Thessaloniki Biennale 2019,Thessaloniki,Julian Germain ,UK,M,C,MC,55.3781,-3.436
2019,Thessaloniki Biennale 2019,Thessaloniki,Tacita Dean ,UK,F,C,FC,55.3781,-3.436
2019,Thessaloniki Biennale 2019,Thessaloniki,Aljoscha,Ukraine,M,P,MP,48.3794,31.1656
2019,Thessaloniki Biennale 2019,Thessaloniki,Micha Cardenas,USA,F,C,FC,37.0902,-95.7129
2005,Venice Biennial 2005,Venice,Lida Abdul ,Afghanistan,F,P,FP,33.9391,67.71
2005,Venice Biennial 2005,Venice,Rahim Walizada ,Afghanistan,M,P,MP,33.9391,67.71
2005,Venice Biennial 2005,Venice,Adrian Paci,Albania,M,P,MP,41.1533,20.1683
2005,Venice Biennial 2005,Venice,Carolina Raquel Antich ,Argentina,F,P,FP,-38.4161,-63.6167
2005,Venice Biennial 2005,Venice,Jorge Macchi ,Argentina,M,P,MP,-38.4161,-63.6167
2005,Venice Biennial 2005,Venice,Leandro Erlich ,Argentina,M,P,MP,-38.4161,-63.6167
2005,Venice Biennial 2005,Venice,Sergio Vega ,Argentina,M,P,MP,-38.4161,-63.6167
2005,Venice Biennial 2005,Venice,Diana Hakobian ,Armenia,F,P,FP,40.0691,45.0382
2005,Venice Biennial 2005,Venice,Sona Abgarian ,Armenia,F,P,FP,40.0691,45.0382
2005,Venice Biennial 2005,Venice,Tigran Khachatrian ,Armenia,M,P,MP,40.0691,45.0382
2005,Venice Biennial 2005,Venice,Vahram Aghasyan ,Armenia,M,P,MP,40.0691,45.0382
2005,Venice Biennial 2005,Venice,Leigh Bowery ,Australia,M,P,MP,-25.2744,133.7751
2005,Venice Biennial 2005,Venice,Ricky Swallow ,Australia,M,P,MP,-25.2744,133.7751
2005,Venice Biennial 2005,Venice,Hans Schabus ,Austria,M,C,MC,47.5162,14.5501
2005,Venice Biennial 2005,Venice,Runa Islam ,Bangladesh,F,P,FP,23.685,90.3563
2005,Venice Biennial 2005,Venice,Andrei Zadorine,Belarus,M,P,MP,53.7098,27.9534
2005,Venice Biennial 2005,Venice,Igor Tishin ,Belarus,M,P,MP,53.7098,27.9534
2005,Venice Biennial 2005,Venice,Israil Basov ,Belarus,M,P,MP,53.7098,27.9534
2005,Venice Biennial 2005,Venice,Natalya Zaloznaya ,Belarus,F,P,FP,53.7098,27.9534
2005,Venice Biennial 2005,Venice,Ruslan Vashkevich ,Belarus,M,P,MP,53.7098,27.9534
2005,Venice Biennial 2005,Venice,Tsesler & Voichenko,Belarus,M,P,MP,53.7098,27.9534
2005,Venice Biennial 2005,Venice,Valeriy Shkarupa ,Belarus,M,P,MP,53.7098,27.9534
2005,Venice Biennial 2005,Venice,Carsten Holler ,Belgium,M,C,MC,50.5039,4.4699
2005,Venice Biennial 2005,Venice,Honore d'O ,Belgium,M,C,MC,50.5039,4.4699
2005,Venice Biennial 2005,Venice,Leonid Khobotov ,Belgium,M,C,MC,50.5039,4.4699
2005,Venice Biennial 2005,Venice,Guiomar Mesa ,Bolivia,M,P,MP,-16.2902,-63.5887
2005,Venice Biennial 2005,Venice,Caio Reisewitz ,Brazil,M,P,MP,-14.235,-51.9253
2005,Venice Biennial 2005,Venice,Chelpa Ferro ,Brazil,CO,P,COP,-14.235,-51.9253
2005,Venice Biennial 2005,Venice,Cildo Meireles ,Brazil,M,P,MP,-14.235,-51.9253
2005,Venice Biennial 2005,Venice,Jose Damasceno ,Brazil,M,P,MP,-14.235,-51.9253
2005,Venice Biennial 2005,Venice,Laura Belem ,Brazil,F,P,FP,-14.235,-51.9253
2005,Venice Biennial 2005,Venice,Rivane Neuenschwander ,Brazil,F,P,FP,-14.235,-51.9253
2005,Venice Biennial 2005,Venice,Valeska Soares ,Brazil,F,P,FP,-14.235,-51.9253
2005,Venice Biennial 2005,Venice,Pascale Marthine Tayou ,Cameroon,M,P,MP,7.3697,12.3547
2005,Venice Biennial 2005,Venice,Agnes Martin,Canada,F,P,FP,56.1304,-106.3468
2005,Venice Biennial 2005,Venice,Rebecca Belmore ,Canada,F,P,FP,56.1304,-106.3468
2005,Venice Biennial 2005,Venice,Stan Douglas ,Canada,M,P,MP,56.1304,-106.3468
2005,Venice Biennial 2005,Venice,Gonzalo Diaz ,Chile,M,P,MP,-35.6751,-71.543
2005,Venice Biennial 2005,Venice,Ingrid Wildi Merino ,Chile,F,P,FP,-35.6751,-71.543
2005,Venice Biennial 2005,Venice,Jun Yang ,China,M,P,MP,35.8617,104.1954
2005,Venice Biennial 2005,Venice,Liu Wei ,China,M,P,MP,35.8617,104.1954
2005,Venice Biennial 2005,Venice,Peng Yu,China,F,P,FP,35.8617,104.1954
2005,Venice Biennial 2005,Venice,Sun Yuan  ,China,M,P,MP,35.8617,104.1954
2005,Venice Biennial 2005,Venice,Wang Qiheng  ,China,M,P,MP,35.8617,104.1954
2005,Venice Biennial 2005,Venice,Xing Danwen ,China,F,P,FP,35.8617,104.1954
2005,Venice Biennial 2005,Venice,Xu Zhen ,China,M,P,MP,35.8617,104.1954
2005,Venice Biennial 2005,Venice,Juan Manuel Echavarria ,Colombia,M,P,MP,4.5709,-74.2973
2005,Venice Biennial 2005,Venice,Maria Teresa Hincapie ,Colombia,F,P,FP,4.5709,-74.2973
2005,Venice Biennial 2005,Venice,Oscar Munoz ,Colombia,M,P,MP,4.5709,-74.2973
2005,Venice Biennial 2005,Venice,Oswaldo Macia ,Colombia,M,P,MP,4.5709,-74.2973
2005,Venice Biennial 2005,Venice,Jaime-David Tischler ,Costa Rica,M,P,MP,9.7489,-83.7534
2005,Venice Biennial 2005,Venice,Alen Floricic,Croatia,M,P,MP,45.1,15.2
2005,Venice Biennial 2005,Venice,Boris Sincek ,Croatia,M,P,MP,45.1,15.2
2005,Venice Biennial 2005,Venice,Goran Trbuljak ,Croatia,M,P,MP,45.1,15.2
2005,Venice Biennial 2005,Venice,Pasko Burdelez ,Croatia,M,P,MP,45.1,15.2
2005,Venice Biennial 2005,Venice,Tomo Savic-Gecan ,Croatia,M,P,MP,45.1,15.2
2005,Venice Biennial 2005,Venice,Zlatan Dumanic ,Croatia,M,P,MP,45.1,15.2
2005,Venice Biennial 2005,Venice,Allora & Calzadilla,Cuba,CO,P,COP,21.5218,-77.7812
2005,Venice Biennial 2005,Venice,Carlos Garaicoa ,Cuba,M,P,MP,21.5218,-77.7812
2005,Venice Biennial 2005,Venice,Diango Hernandez ,Cuba,M,P,MP,21.5218,-77.7812
2005,Venice Biennial 2005,Venice,Los Carpinteros ,Cuba,M,P,MP,21.5218,-77.7812
2005,Venice Biennial 2005,Venice,Tania Bruguera ,Cuba,F,P,FP,21.5218,-77.7812
2005,Venice Biennial 2005,Venice,Hussein Chalayan ,Cyprus,M,P,MP,35.1264,33.4299
2005,Venice Biennial 2005,Venice,Konstantia Sofokleous ,Cyprus,F,P,FP,35.1264,33.4299
2005,Venice Biennial 2005,Venice,Panayiotis Michael ,Cyprus,M,P,MP,35.1264,33.4299
2005,Venice Biennial 2005,Venice,Ann Lislegaard ,Denmark,F,C,FC,56.2639,9.5018
2005,Venice Biennial 2005,Venice,Eva Koch ,Denmark,F,C,FC,56.2639,9.5018
2005,Venice Biennial 2005,Venice,Gitte Villesen ,Denmark,F,C,FC,56.2639,9.5018
2005,Venice Biennial 2005,Venice,Joachim Koester ,Denmark,M,C,MC,56.2639,9.5018
2005,Venice Biennial 2005,Venice,Matias Faldbakken ,Denmark,M,C,MC,56.2639,9.5018
2005,Venice Biennial 2005,Venice,Olafur Eliasson ,Denmark,M,C,MC,56.2639,9.5018
2005,Venice Biennial 2005,Venice,Peter Land ,Denmark,M,C,MC,56.2639,9.5018
2005,Venice Biennial 2005,Venice,Polibio Diaz ,Dominican Republic,M,P,MP,18.7357,-70.1627
2005,Venice Biennial 2005,Venice,Ghada Amer ,Egypt,F,P,FP,26.8206,30.8025
2005,Venice Biennial 2005,Venice,Mohamed Hammad Salah EI Din Ahmed ,Egypt,M,P,MP,26.8206,30.8025
2005,Venice Biennial 2005,Venice,Nagui Farid Tadros ,Egypt,M,P,MP,26.8206,30.8025
2005,Venice Biennial 2005,Venice,Luis Paredes ,El Salvador,M,P,MP,13.7942,-88.8965
2005,Venice Biennial 2005,Venice,Mark Raidpere ,Estonia,M,P,MP,58.5953,25.0136
2005,Venice Biennial 2005,Venice,Eija-Liisa Ahtila ,Finland,F,C,FC,61.9241,25.7482
2005,Venice Biennial 2005,Venice,Annette Messager ,France,F,C,FC,46.2276,2.2137
2005,Venice Biennial 2005,Venice,Bernard Frize ,France,M,C,MC,46.2276,2.2137
2005,Venice Biennial 2005,Venice,Louise Bourgeois ,France,F,C,FC,46.2276,2.2137
2005,Venice Biennial 2005,Venice,Stephen Dean ,France,M,C,MC,46.2276,2.2137
2005,Venice Biennial 2005,Venice,Gregor Schneider ,Germany,M,C,MC,51.1657,10.4515
2005,Venice Biennial 2005,Venice,John Bock ,Germany,M,C,MC,51.1657,10.4515
2005,Venice Biennial 2005,Venice,Matthias Weischer ,Germany,M,C,MC,51.1657,10.4515
2005,Venice Biennial 2005,Venice,Olaf Nicolai ,Germany,M,C,MC,51.1657,10.4515
2005,Venice Biennial 2005,Venice,Paloma Varga Weisz ,Germany,F,C,FC,51.1657,10.4515
2005,Venice Biennial 2005,Venice,Thomas Ruff ,Germany,M,C,MC,51.1657,10.4515
2005,Venice Biennial 2005,Venice,Thomas Scheibitz ,Germany,M,C,MC,51.1657,10.4515
2005,Venice Biennial 2005,Venice,Thomas Schutte ,Germany,M,C,MC,51.1657,10.4515
2005,Venice Biennial 2005,Venice,George Hadjimichalis ,Greece,M,P,MP,39.0742,21.8243
2005,Venice Biennial 2005,Venice,Nikos Navridis ,Greece,M,P,MP,39.0742,21.8243
2005,Venice Biennial 2005,Venice,Luis Gonzalez Palma ,Guatemala,M,P,MP,15.7835,-90.2308
2005,Venice Biennial 2005,Venice,Regina Jose Galindo ,Guatemala,F,P,FP,15.7835,-90.2308
2005,Venice Biennial 2005,Venice,Maxence Denis ,Haiti,M,P,MP,18.9712,-72.2852
2005,Venice Biennial 2005,Venice,Balazs Kicsiny ,Hungary,M,P,MP,47.1625,19.5033
2005,Venice Biennial 2005,Venice,Gabriela Fridriksdottir ,Iceland,F,P,FP,64.9631,-19.0208
2005,Venice Biennial 2005,Venice,Subodh Gupta ,India,M,P,MP,20.5937,78.9629
2005,Venice Biennial 2005,Venice,Entang Wiharso ,Indonesia,M,P,MP,-0.7893,113.9213
2005,Venice Biennial 2005,Venice,Noor Ibrahim ,Indonesia,M,P,MP,-0.7893,113.9213
2005,Venice Biennial 2005,Venice,Yani Mariani Sastranegara ,Indonesia,F,P,FP,-0.7893,113.9213
2005,Venice Biennial 2005,Venice,Bita Fayyazi ,Iran,F,P,FP,32.4279,53.688
2005,Venice Biennial 2005,Venice,Mandana Moghaddam ,Iran,F,P,FP,32.4279,53.688
2005,Venice Biennial 2005,Venice,Francis Bacon ,Ireland ,M,C,MC,53.1424,-7.6921
2005,Venice Biennial 2005,Venice,Isabel Nolan ,Ireland ,F,C,FC,53.1424,-7.6921
2005,Venice Biennial 2005,Venice,Mark Garry ,Ireland ,M,C,MC,53.1424,-7.6921
2005,Venice Biennial 2005,Venice,Ronan McCrea ,Ireland ,M,C,MC,53.1424,-7.6921
2005,Venice Biennial 2005,Venice,Sarah Pierce ,Ireland ,F,C,FC,53.1424,-7.6921
2005,Venice Biennial 2005,Venice,Walker & Walker ,Ireland ,CO,C,COC,53.1424,-7.6921
2005,Venice Biennial 2005,Venice,Guy Ben-Ner ,Israel,M,P,MP,31.0461,34.8516
2005,Venice Biennial 2005,Venice,Bruna Esposito ,Italy,F,C,FC,41.8719,12.5674
2005,Venice Biennial 2005,Venice,Francesco Vezzoli ,Italy,M,C,MC,41.8719,12.5674
2005,Venice Biennial 2005,Venice,Lara Favaretto ,Italy,F,C,FC,41.8719,12.5674
2005,Venice Biennial 2005,Venice,Loris Cecchini ,Italy,F,C,FC,41.8719,12.5674
2005,Venice Biennial 2005,Venice,Manfredi Beninati ,Italy,M,C,MC,41.8719,12.5674
2005,Venice Biennial 2005,Venice,Micol Assael ,Italy,F,C,FC,41.8719,12.5674
2005,Venice Biennial 2005,Venice,Monica Bonvicini ,Italy,F,C,FC,41.8719,12.5674
2005,Venice Biennial 2005,Venice,Programme Escape,Italy,CO,C,COC,41.8719,12.5674
2005,Venice Biennial 2005,Venice,Jun Nguyen-Hatsushiba ,Japan,M,P,MP,36.2048,138.2529
2005,Venice Biennial 2005,Venice,Mariko Mori ,Japan,F,P,FP,36.2048,138.2529
2005,Venice Biennial 2005,Venice,Almagul Menlibayeva,Kazakhstan,F,P,FP,48.0196,66.9237
2005,Venice Biennial 2005,Venice,Erbossyn Meldibekov ,Kazakhstan,M,P,MP,48.0196,66.9237
2005,Venice Biennial 2005,Venice,Roman Maskalev ,Kazakhstan,M,P,MP,48.0196,66.9237
2005,Venice Biennial 2005,Venice,Yelena & Viktor Vorobyev ,Kazakhstan,CO,P,COP,48.0196,66.9237
2005,Venice Biennial 2005,Venice,Sislej Xhafa ,Kosovo,M,P,MP,42.6026,20.903
2005,Venice Biennial 2005,Venice,Gulnara Kasmalieva,Kyrgyzstan,F,P,FP,41.2044,74.7661
2005,Venice Biennial 2005,Venice,Muratbek Djumaliev ,Kyrgyzstan,M,P,MP,41.2044,74.7661
2005,Venice Biennial 2005,Venice,F5 ,Latvia,CO,P,COP,56.8796,24.6032
2005,Venice Biennial 2005,Venice,Mona Hatoum ,Lebanon,F,P,FP,33.8547,35.8623
2005,Venice Biennial 2005,Venice,Jonas Mekas ,Lithuania,M,P,MP,55.1694,23.8813
2005,Venice Biennial 2005,Venice,Antoine Prum ,Luxembourg,M,C,MC,49.6116,6.1319
2005,Venice Biennial 2005,Venice,Gabriel Orozco ,Mexico,M,P,MP,23.6345,-102.5528
2005,Venice Biennial 2005,Venice,Igor Rakcevic ,Montenegro,M,P,MP,42.7087,19.3744
2005,Venice Biennial 2005,Venice,Jelena Tomasevic ,Montenegro,F,P,FP,42.7087,19.3744
2005,Venice Biennial 2005,Venice,Natalija Vujosevic ,Montenegro,F,P,FP,42.7087,19.3744
2005,Venice Biennial 2005,Venice,Fathiya Tahiri ,Morocco,F,P,FP,31.7917,-7.0926
2005,Venice Biennial 2005,Venice,Fouad Bellamine ,Morocco,M,P,MP,31.7917,-7.0926
2005,Venice Biennial 2005,Venice,Moa Bennani ,Morocco,M,P,MP,31.7917,-7.0926
2005,Venice Biennial 2005,Venice,Jeroen de Rijke,Netherlands,M,C,MC,52.1326,5.2913
2005,Venice Biennial 2005,Venice,Marco Poloni ,Netherlands,M,C,MC,52.1326,5.2913
2005,Venice Biennial 2005,Venice,Rem Koolhaas ,Netherlands,M,C,MC,52.1326,5.2913
2005,Venice Biennial 2005,Venice,Willem de Rooij ,Netherlands,M,C,MC,52.1326,5.2913
2005,Venice Biennial 2005,Venice,et al.,New Zealand,CO,P,COP,-40.9006,174.886
2005,Venice Biennial 2005,Venice,Antoni Maznevski ,North Macedonia,M,P,MP,41.6086,21.7453
2005,Venice Biennial 2005,Venice,Shahzia Sikander ,Pakistan,F,P,FP,30.3753,69.3451
2005,Venice Biennial 2005,Venice,Emily Jacir ,Palestinian territories,F,P,FP,31.9522,35.2332
2005,Venice Biennial 2005,Venice,Donna Conlon ,Panama,F,P,FP,8.538,-80.7821
2005,Venice Biennial 2005,Venice,Joaquin Sanchez ,Paraguay,M,P,MP,-23.4425,-58.4438
2005,Venice Biennial 2005,Venice,Monica Gonzalez ,Paraguay,F,P,FP,-23.4425,-58.4438
2005,Venice Biennial 2005,Venice,Cecilia Paredes ,Peru,F,P,FP,-9.19,-75.0152
2005,Venice Biennial 2005,Venice,Luz Maria Bedoya ,Peru,F,P,FP,-9.19,-75.0152
2005,Venice Biennial 2005,Venice,Kidlat Tahimik ,Philippines,M,P,MP,12.8797,121.774
2005,Venice Biennial 2005,Venice,Artur Zmijewski ,Poland,M,P,MP,51.9194,19.1451
2005,Venice Biennial 2005,Venice,Miroslaw Balka ,Poland,M,P,MP,51.9194,19.1451
2005,Venice Biennial 2005,Venice,Stanislaw Drozdz ,Poland,M,P,MP,51.9194,19.1451
2005,Venice Biennial 2005,Venice,Helena Almeida ,Portugal,F,C,FC,39.3999,-8.2245
2005,Venice Biennial 2005,Venice,Joana Vasconcelos ,Portugal,F,C,FC,39.3999,-8.2245
2005,Venice Biennial 2005,Venice,Joao Louro ,Portugal,M,C,MC,39.3999,-8.2245
2005,Venice Biennial 2005,Venice,Vasco Araujo ,Portugal,M,C,MC,39.3999,-8.2245
2005,Venice Biennial 2005,Venice,Daniel Knorr ,Romania,M,P,MP,45.9432,24.9668
